id,chat_id,message_id,chat_title,sender,message,message_thread_id,date,time
482,-1002211098365,1028,Production Reporting,Shaimaedris9,"31/07 Daily tasks
- Worked on the knowledge plan ""Updated based on the info that I got from the product owners""
- Worked on the UX writing of the notification ""Eng/Arab"" and send it to Omar.
- Meeting with Koofy regarding the next month plan and finalize it.  
- Put the structure and features in a file to align with Koofy and the videos needed.
- Follow with Marketing regarding the blogs system and access to extract data for ""Clicks/ searches and keywords"", but I couldn't reach Hussam other team members couldn't give it to me, but Amira will reach out to Hussam regarding this, and I will follow this matter tomorrow. 
- Published the ApI videos in the help center ""Eng/Arab"".",Meetings & General Conversations,2024-07-31,14:14:07
484,-1002211098365,1030,Production Reporting,MohamedElKoofy,"31/7 Daily tasks
- Meeting with Shimaa to set the August plan for YouTube and Help center video production
- Re-edited Client API video for developers for the Help Center
- Uploaded the client API videos and delivered them to shimaa
- Wrote the First draft of Affiliate video script
- Confirmed with Amira that we need to set a meeting to arrange the production process of the affiliate videos
(agreed with Amira that the meeting will be tomorrow with attendance of Nada, Mona, and Menna)",Meetings & General Conversations,2024-07-31,14:36:45
492,-1002211098365,1038,Production Reporting,OmarH_11,"31/7 Daily Report: 

- Finalized the pop-ups tracker 

- Meeting with MR. Hossam to take approval for some steps in the buyer journey 

- Worked on the mobile onboarding cycle and sent the UX content to Islam 

- Tracked the acymailing system and made sure it is working well",Meetings & General Conversations,2024-07-31,16:28:02
493,-1002211098365,1039,Production Reporting,Abd_Al_Rhman_Ragab,"31/7 tasks:
- meeting with Mr. Emad and Mr. Khalifa for (Empower) client, discussed the current situation and the next actions, (sent an email to stakeholders)
- meeting with Smart Sigma (competitor) about LMS for training centers
- meeting with Ramadan to discuss integration with (H5P) interactive content creation open-source tool 
- phone call with Empower discussing adding video recorder and editor to assist the instructors in uploading the content.
- requested an online demo with VClasses (competitor LMS provider)
- meeting with Amira to explain LMS Academies for the campaign landing page
- provide Ramadan with basic information about H5P
- searching for video recorder and editor opensource to be implemented into the LMS",Meetings & General Conversations,2024-07-31,17:00:21
494,-1002211098365,1040,Production Reporting,mostafamasrya,"Developer Ecosystem Meeting  

Date: 7/31/2024    Time: 3 pm  
Attendants:  Masrya, El samman, El gammal, Mohand and Eman   

Discussion:  

-we discussed about the next plan for eco system, and what are the priorities of features we have in the plan 

We discussed about how to produce vmeet as SaaS like classroom and what is better if we have separate dashboard 

We discuss about enhancing and adding new settings in vmeet engine 

We discussed about skds and plugins for meet and classroom

And adding some account management apis 



 ACTION PLAN

-as a team, we will set the priority for each feature and define man power and then set the timeline for short plan and long one 



 

: We need to schedule a meeting to discuss all these details so we can create a clear and organized plan for the new month.""",Meetings & General Conversations,2024-07-31,17:15:26
495,-1002211098365,1041,Production Reporting,Amr_ElBerry,"31/7 tasks

- Daily meeting

-continued testing the system & testing the payment cycle inside the system

- reported the bugs found with Ramadan as it got fixed

- meeting with Amira

- worked on a comparison table of Lms with another competitor",Meetings & General Conversations,2024-07-31,17:24:23
497,-1002211098365,1043,Production Reporting,Loly_re,"31/07  daily report :

- R & D daily meeting
- Dev meeting
- Finished all recording flow screens with it's all status (Main screen when it's full and empty , Many pop-ups and trash folder with it's multibule status )
- Review from Abdallah if there was any feedbacks",Meetings & General Conversations,2024-07-31,20:09:15
504,-1002211098365,1050,Production Reporting,ahmadsamir22,"31/7

Today worked on :

- Fix the old recording and new recording retrieval issue for Classroom Client API 

- Create a new API for fetching the docs and tutorial video URLs and add the ability to add and update these data from dashboard",Meetings & General Conversations,2024-08-01,7:00:38
505,-1002211098365,1051,Production Reporting,MohamadElrayes,"31/7 Daily Status

- Added a new button to the developer packages (Start building) and the other button is for (Buy now).

- Resolved the conflicts that were blocking the hotfix and added the new package button to be released with the hotfix.

- Implemented API to get the Video and Documentation URLs of the API management in the dashboard.

- Wokred on the desktop app bug.",Meetings & General Conversations,2024-08-01,7:05:18
509,-1002211098365,1055,Production Reporting,Nadanabil24,"31/7 Daily tasks

- Daily meeting and send the attendance 
- meeting with Gammal and Elsamman with the Affiliate team to discuss the August plan "" approved the MOM from the last meeting""
- discuss with Amr some points in ERP
- Discuss the colors for the data with Abdlehakim
- work on the user guide "" will finish it tomorrow ""
- review Ammar's case study "" still need to continue""",Meetings & General Conversations,2024-08-01,7:30:55
510,-1002211098365,1056,Production Reporting,Serag_Farghaly,"31/7 Daily Tasks:

- Meeting

- Sent email for Certum with English translations

- Searching on suspected missing components that I can't find ready made, so that I can start planning from now

- Enhanced the v0.1 visual terminology guide to v0.2

- Meeting with Gammal on the future plan for the website & landing pages & user journey, split into before, during & after NextJS stack

- Long thorough research on payload + NextJS + other resources & multiple short meetings with Soliman to discuss the information & coordinate

- Follow-ups with Dev

- Multiple Audits & providing guidance to Alaa, Toa, etc",Meetings & General Conversations,2024-08-01,7:39:33
512,-1002211098365,1058,Production Reporting,M0_Bassam,"Chatwoot Meeting:

Date: 31/7/2024
Time: 6:00 PM 
Attendees: Bassam, El Gammal, El Samman, Usama, Serag, Aya, Hamdy 

Discussion:

- The Reason for the delay of going with Chatwoot live with the support was becuase of 2 main things and some requests that could be implemented, the 2 main things were:
     - Having an issue in the mobile app notification 
     - The widget needs to be in both languages 
the issue is solved, and the request of Arabic and English languages will be done before launching 

Outcomes:

- Agreed on going live with Chatwoot for the support on next Sunday (this will be announced on the group)",Meetings & General Conversations,2024-08-01,10:11:55
513,-1002211098365,1059,Production Reporting,M0_Bassam,"31/7 Daily Tasks

- Daily meeting 
- Discussion with BD to check the if they have any issues while using Chatwoot and replying on any questions and checking the possibility for some steps 
- Working on the Teams comparison by the end of Thursday will be sending V.3 
- Supported Abdelhakim with some tasks that he had
- Meeting with Gammal, Samman and Usama on the resons for the delay of using Chatwoot and concluded that it will be working on next Sunday insha'allah",Meetings & General Conversations,2024-08-01,10:12:16
515,-1002211098365,1061,Production Reporting,Nadanabil24,1/8 Daily meeting attendance,Meetings & General Conversations,2024-08-01,11:57:41
517,-1002211098365,1063,Production Reporting,MohamedElKoofy,"1/8 Daily tasks
- Meeting with Marketing and Nada about Affiliate videos
- Write Affiliate Video Script
- Inmate script edits & Meeting with Zainab",Meetings & General Conversations,2024-08-01,13:40:15
521,-1002211098365,1067,Production Reporting,Loly_re,"1 / 08 daily report :                                                                                                                                                                                                                                                                                                                                                                                                                                                 - R & D daily meeting
- Dev daily meeting
- Quick meeting with Abdallah to discuss my tasks in Aug
- Edited Meet App prototyping bugs
- Discovered chat cn Library to use it with the coming websites",Meetings & General Conversations,2024-08-01,14:51:58
540,-1002211098365,1086,Production Reporting,Astired,"AI projects plan for August Meeting

Date: 1/8/2024
Time: 12:00 PM

Attendees:

- Aya Aboulwafa
- Ahmed Hamdy
- Abdullah Edress
- Mostafa Masrya

Discussion:

- Discuss IA ideas sheet about VMeet, LMS, Super App, and VChats (included Zoom AI companion ideas) to determine which to work on this month.

Action plan:

- Three most important ideas have been chosen.
- As an AI team, we will analyze these three ideas to determine our requirements to determine which idea to work on.",Meetings & General Conversations,2024-08-01,19:50:37
525,-1002211098365,1071,Production Reporting,Shaimaedris9,"01/08 Daily tasks
- Wrote an opening Content ""Welcome messg"" for the V.connct meet.
- Finalized the knowledge plan ""Updated based on the info that I got from the product owners"", and done from the knowledge side.
- Follow with the Marketing regarding the Google search console.
- Worked on the Blogs category on Wordpress ""70%"".
- Received from Abdullah his ""Communication products"" plan to reflect on it for documentation and knowledge team.",Meetings & General Conversations,2024-08-01,14:59:58
528,-1002211098365,1074,Production Reporting,eslex0,31/7,Meetings & General Conversations,2024-08-01,15:38:49
530,-1002211098365,1076,Production Reporting,eslex0,1/8,Meetings & General Conversations,2024-08-01,15:39:22
534,-1002211098365,1080,Production Reporting,mmeweida,"Mohamed Eweida Daily Work Report

Mon, 29 | Office | Day 2 | 7 hrs 
Integrate language selection features and Implement a dark mode option to enhance accessibility inside the inmate visitor dashboard.
Design the inmate list feature to streamline the visitation request flow process by enabling users to quickly choose from their list of saved inmates.
Write a detailed analysis points document of the Admin Dashboard, covering main functionalities.
Meet with Menna to discuss and describe the screen flow for the Inmate Visitation System, ensuring alignment with the script flow.
Begin designing analytics cards for the Admin Dashboard.

✦

Tue, 30 | Office | Day 3 | 10 hrs 
Design all required analysis cards based on the proposed system analysis for inmate visitations.
Attend the meeting with Eng. Qassim to review and clarify Dubai police requirements. Discuss and refine the business key design model, incorporating new edits such as the revised visitor access process through Dubai police.
Review and discuss the new design edits and updates with the team to ensure alignment and implementation.
Designing the onboarding screen for the V.Meet mobile app, ensuring they are user-friendly and effective.

✦

Wed, 31 | Office | Day 4 | 6 hrs 
Design and modify UX/UI screens for the V.Meet mobile app package, including recording pages and all intermediate screens, pop-ups, and options.
Collaborate with Zeinab to plan and adjust the reservation products for August, including Visits, Webinars, and Conferences Products. Outline the scope and to-do tasks for August, specifying duration and key milestones.

✦

Thu, 1 | Office | Day 5 | 6 hrs 
Conduct a visual inspection evaluation of the V.Meet mobile application, identifying common design issues and suggesting improvements to fix issues.
Update the Inmate visitation presentation to include the new flow for user access through Dubai police and the Inmate Visit Permit Service. Add details about the whitelist feature and new analysis design features to the presentation.

✦",Meetings & General Conversations,2024-08-01,16:18:41
535,-1002211098365,1081,Production Reporting,Amr_ElBerry,"1/8 tasks:

- daily meeting

-meeting with Abd Al-Rhman discussing plan& Notification system

- continued testing some features and collecting bugs",Meetings & General Conversations,2024-08-01,18:33:53
537,-1002211098365,1083,Production Reporting,MohamadElrayes,"Daily Status - August 1st

- Met with Ahmed Osama, Ahmed Fillila, Moustafa, Ali, and Abd El Raouf to discuss the migration plan for the new stack.

- Worked on a hotfix for the website to fix the section below the developer packages.

- Met with El Gammal, Ahmed Osama, Serag, Sara, and Nabil to discuss the new education landing page and the tools that will be used to implement it.

- Worked on the new education landing page and completed about 50% of the page.",Meetings & General Conversations,2024-08-01,19:21:27
541,-1002211098365,1087,Production Reporting,ahmadsamir22,"Daily Status - 1/8

- Investigated a solution for the payment service issue, where the service failed randomly.

- Implemented the identified solution and are now awaiting testers to stress test the service with multiple transactions to determine if the problem persists.

- Developed a new feature for the comparison table API in the Vconnct Classroom Client API project.",Meetings & General Conversations,2024-08-01,21:14:20
543,-1002211098365,1089,Production Reporting,zeinabahmed_2,"31/07 Daily Tasks:
ᯓ Attended Daily meeting

ᯓ Dubai Inmate Visits System:
• Completed all the edits needed for the dashboard: 1. Inmate search card design. 2. Registration process through dubai police website. 3. Request Status in the admin dashboard. 4. Whitelist 

ᯓ Meeting with Eweida to plan the reservation products tasks for August, in which we outlined the scope for each product and set the duration and key milestones.",Meetings & General Conversations,2024-08-02,9:41:31
544,-1002211098365,1090,Production Reporting,zeinabahmed_2,"01/08 Daily Tasks:
ᯓ Attended Daily meeting

ᯓ Meeting with Sara to discuss all the webinar bugs.

ᯓ Dubai Inmate Visits System:
• Completed the Onboarding Screen Design
• Meeting with Koofy to Finalise the Script",Meetings & General Conversations,2024-08-02,9:41:43
546,-1002211098365,1092,Production Reporting,Nadanabil24,"1/8 Daily teaks

- Daily meeting and send the attendance 
- finish the guide, send it to Knowledge, and train them on work on Figma
- meeting with the Marketing team and affiliate team to discuss the video we need from them and the script Koofy has written it 
- create a new promo code and dashboard account on the affiliate for Koofy to use in his video
- try to create a file on Excel to track progress "" training on it ""
- continue breaking down the tasks on August plan to put them on the tracker",Meetings & General Conversations,2024-08-02,14:10:21
547,-1002211098365,1093,Production Reporting,emmankh,"Daily Tasks for 29th July

1. Attended the daily meeting.
2. Followed up with Samir regarding the bugs in the Client API, including documentation and video tutorial links. Although Samir immediately fixed the checkout issue, other areas still need attention. We also worked on getting the prices and plans comparison table ready to go live.
3. Met with Serag to discuss the Developer Ecosystem Landing Page, focusing on its components and how to effectively use them.
4. Started reviewing the links provided by Serag to identify which components would best fit the Developer Ecosystem and determine the most efficient ways to use them.
5. Prepared key discussion points for the Developer Ecosystem meeting scheduled for tomorrow.
6. Had a discussion with Masrya about the status of the documentation enhancement. He informed me that Soliman would finish the UI by tomorrow, after which they will decide who will work on the update.",Meetings & General Conversations,2024-08-03,2:24:54
548,-1002211098365,1094,Production Reporting,emmankh,"Daily Tasks for 30th July

-Attended the daily meeting.

-Worked on the Developer Ecosystem Landing Page.

-Held a brainstorming meeting with Masrya, Mohand, and Samir to discuss our priorities for the next month. We talked about how to release the Meet API similarly to the Classroom API, emphasized the importance of separating the Classroom API from the Educational API, and identified key tasks to complete this week, such as the feature comparison table. We also scheduled a follow-up meeting with El-Samman and El-Gammal to explore our options further.

-Met with Omar to gain an understanding of the notification system.

-Began studying the notification system to determine how it can be integrated into the Developer Ecosystem in the future and applied to the Classroom API immediately.",Meetings & General Conversations,2024-08-03,2:28:33
549,-1002211098365,1095,Production Reporting,emmankh,"Daily Tasks for 31st July:

-Attended the daily meeting.

-Continued working on the landing page, making further improvements and refinements.

-Had a brief discussion with Sara to ensure I was using the components correctly.

-Met with Soliman to re-explain the flow of the Documentation Home Page.

-Discussed promo codes with Nabil to explore potential implementations and strategies.

-Held a meeting with El-Gammal, El-Samman, Masrya, and Mohand to discuss our priorities and set our plan moving forward.

-Followed up with Samir regarding the bugs in the API Management Page. He informed me that the issues were resolved and that Ahmed Osama would handle the implementation.

-Proposed adding a test button in the Prices and Plans section to guide users to the test field in the API Management Page. Edited the design accordingly and informed Samir, who promptly completed the update, which is now live.",Meetings & General Conversations,2024-08-03,2:31:13
550,-1002211098365,1096,Production Reporting,emmankh,"Daily Tasks for 1st August:

-Attended the daily meeting.

-Continued working on the Developer Ecosystem Landing Page, completing 80% of it.

-Followed up with Samir and Hesham regarding the Customized Features section in the Prices and Plans. This section went missing after the button section update, but they fixed the problem immediately.

-Conducted research on Zego Cloud, exploring its dashboard to understand its functionality and flow.

-Had a discussion with Eweida about the onboarding cycle I want to implement in the API Management Page. The goal is to include the Meet API in the onboarding process, similar to how we have it for the Classroom API.",Meetings & General Conversations,2024-08-03,2:33:17
551,-1002211098365,1097,Production Reporting,M0_Bassam,"1/8 Daily teaks

- Daily meeting
- Followed up with Ammar his progress and will continue working on the case study
- Meeting with BD about Chats Abdullah explained the tool, mentioned that we will go live with Chatwoot on Sunday and helped them to set notification sounds 
- Started studying Figma
- Meeting with Abdullah he explained what we need to do on click-up about the releases, procedures and steps
- Set a or an idea that will be discussed with Abdullah 
- Checked with Samir the promo codes for the client Api and this resulted on having a request for the promo codes to be addded
- Discuessed with Gammal the promo codes nature and will check with Usama how it would be implemented",Meetings & General Conversations,2024-08-03,6:14:22
555,-1002211098365,1101,Production Reporting,Nadanabil24,Reminder ..,Meetings & General Conversations,2024-08-03,15:38:12
571,-1002211098365,1117,Production Reporting,Abd_Al_Rhman_Ragab,"1/8 tasks:
- Meeting with Mr. Emad , and Mr. Khalifa for the client's needs, and discussing prioritizing his requirements
- Meet with the client to negotiate the delivery and release of requirements.
- Edit the pricing and plans",Meetings & General Conversations,2024-08-04,10:39:39
572,-1002211098365,1118,Production Reporting,Abd_Al_Rhman_Ragab,"3/8 tasks:
- searching for the video editor open source tool
- starting the Aug LMS production plan",Meetings & General Conversations,2024-08-04,10:43:04
573,-1002211098365,1119,Production Reporting,A_Abdelghaffar,"Abdelghaffar Daily Report 04-Aug
—————————————————
- Classroom web UI the main screens:
  * Share Option popup 100%.
- Assist Abdelhakim in understanding verp database * 2.
- Assist Alaa in Shadcn library * 4.
- Review Eman UI.
- Add the H.F wireframe to the library.
- Review Eweida approach to the Shadcn library.
- Delegate classroom analytics competitor research to Berry and get them from him.
—————————————————",Meetings & General Conversations,2024-08-04,14:02:39
574,-1002211098365,1120,Production Reporting,Serag_Farghaly,"4/8 Daily Tasks:

- Very long & thorough workshop with Hesham & Sara on Landing Page, he's mostly done with English, just some functionalities remaining, and animations work for the hero section. Currently the only section missing is the comparison section, as that one does not have a ready component. However, Sara & I have been researching and found a few viable ""Donor"" components, from which we can derive shadcn atomics that could build a good comparison component to use in the comparison section, At the moment however, since the animations took a bit longer than expected since they did not behave as expected, and required hesham to adjust it a few times with us, we'll focus on the current form of the page and avoid additions. Once the page is done in both arabic and english and a retrospective was done, we can consider what we believe is missing and compare that to the conversion.

- Audits & Discussion with Eman & Zeinab on their work and enhancements/ changes that are needed

- Work on Certum Email

- Adjustments with Sara & Hesham throughout workshop to make blocks work in favor of the landing page buyer journey, as well as adding modular animations for parts that need to be highly attractive to users

- Thorough research into Font tools, designer resources & new tools",Meetings & General Conversations,2024-08-04,14:14:09
576,-1002211098365,1122,Production Reporting,EdroSoli392,"4/8 Daily Report:
- Meeting with Mansoor about Enterprise and about Classroom. 
- Meeting with Mamdoh and Shimaa BD regarding the Delta Enterprise App.  
- Meeting with Ewida and Gamaal to work and put a plan for the UX structure for the Apps designs and to work on the meet application as a UI/UX update.
- Worked with Toqa on the onboarding and finalize the screen flow for the app.
- Worked on the Clickup structure with Bassam.
- Meeting with Gamaal, Bassam and Omar to see how to plan the Flow of the work.",Meetings & General Conversations,2024-08-04,14:34:20
577,-1002211098365,1123,Production Reporting,Loly_re,"Alaa Daily report 04/ 08 :   

- R & D daily meeting
- Dev meeting
- Quick discussion with Abdallah to know what specific show I do to the website
- Multiple reviews from Abdelghafar to explain some design tips 
- Edited the main used components based on what  Abdelghaffar did for classroom ( Nav bar side components with it's states , cards , navigation , Recent room card , Radial Chart , Tables...  )
- Fininshed home screen using shadcn ui
- Finished calendar tab screens using shadcn ( Including meeting clicked , Add meeting , Edit meeting , meeting clicked while running , Add meeting while seeting cards are opened )",Meetings & General Conversations,2024-08-04,14:36:17
579,-1002211098365,1125,Production Reporting,Shaimaedris9,"04/08 Daily tasks
-  Help center report
- Finished reviewing and editing UX Writing Inmate content ""Eng"".
- Finished UX Writing for mobile onboarding screens.
- Follow with Amira about the Google search Console with them to get access ""Still she will check credentials to give it to me:""
- Worked on the Blogs Wordpress.",Meetings & General Conversations,2024-08-04,14:40:16
582,-1002211098365,1128,Production Reporting,MohamedElKoofy,"04/08 Daily Tasks
- Meeting with Amira to brief her on the Affiliates' videos requirements
- Prepare the Studio for Voice Over recording
- Record the Inmate Visitation system voice-over with Mr. Magid
- Enhance the Audio File & remove noise and deliver it to Mona
- Writing Affiliate script",Meetings & General Conversations,2024-08-04,14:56:00
592,-1002211098365,1138,Production Reporting,MohamadElrayes,"Daily Status - August 4th

 - Worked on the Education landing page and took a long time with Serag and Sara to apply the desired animations and UI styling and also handled the",Meetings & General Conversations,2024-08-04,17:22:02
593,-1002211098365,1139,Production Reporting,MohamadElrayes,"Daily Status - August 4th

- Collaborated with Serag and Sara on the Education landing page, spending considerable time applying the desired animations and UI styling.

- Handled the ""Request Demo"" form validation.",Meetings & General Conversations,2024-08-04,17:23:36
596,-1002211098365,1142,Production Reporting,Amr_ElBerry,"4/8 tasks:

- daily meeting 

-Assisted Abdullah & Abdelghaffar in new classroom analytics

- worked on Notification System inside the system ( according to different roles/users)",Meetings & General Conversations,2024-08-04,18:30:37
598,-1002211098365,1144,Production Reporting,Nadanabil24,"4/8 Daily Tasks

- Daily meeting, update the last week's report and send the daily attendance
- meeting with Koofy and  Amira to discuss some points in the affiliate videos 
- take time to learn some equations in Excel with Bassam's help
- finish last month's KPIs majoring "" send the file to Mr. Maged""
- create new reports, attend daily meetings, and excuses tracker for August 
- meeting with Gammal to discuss some points for the team",Meetings & General Conversations,2024-08-04,18:56:45
600,-1002211098365,1146,Production Reporting,ahmadsamir22,"Daily Status - 4/8

- Meeting with testing team to discuss how to stress test the payment service to make sure the service is stable and every thing is ok

- Meeting with Hager and Classroom Client (nahdet misr) to discuss the new update for API management in the dashboard

- Update the comparison table feature structure (API and admin form)",Meetings & General Conversations,2024-08-04,19:28:10
607,-1002211098365,1153,Production Reporting,M0_Bassam,"4/8 Daily Tasks

- Meeting with Gammal on some adjustments that needed to be set on ClickUP in order to have the full experience using the tool 
- Checked on some bugs and features 
- Created a list on ClickUP as a testing scenario for the needed adjustments 
- Discussed with Alaa & Fatma some features in Chatwoot 
- Helped Nada with some equations in the excel sheet",Meetings & General Conversations,2024-08-05,6:22:18
617,-1002211098365,1163,Production Reporting,Abd_Al_Rhman_Ragab,"4/8 tasks:

- Meeting with Mr. Khalifa discussing the Bridge schools deal. We agreed on start a demo with Dr. Hani (the owner) on LMS schools. He is initiative customer to launch before September and the base feature in the system can be suitable with his needs.

- review the notification system patch 1

- working on Aug plan",Meetings & General Conversations,2024-08-05,9:13:20
619,-1002211098365,1165,Production Reporting,OmarH_11,"4/8 Daily Report:

- Worked on the welcome screens in the onboarding cycle and align with the knowledge team with the content

- Meeting with Gammal to discuss the upcoming stage in the communication space

- Reviewed phase 2 in the buyer journey to plan for the next stage 

- Align with the marketing team about the notifications content",Meetings & General Conversations,2024-08-05,9:15:24
626,-1002211098365,1172,Production Reporting,MohamadElrayes,"Daily Status - August 5th

- Implemented the ""Request Demo"" API on the landing page and asked Masrya for a modification in the response and it is done.

- Updated the functionality of the action button in the navbar, made the navbar sticky as requested by Serag, and modified its appearance to match the new behavior.

- Worked on implementing the translation library, encountered some errors during implementation, and will continue resolving them and adding page content translations tomorrow.",Meetings & General Conversations,2024-08-05,14:10:42
628,-1002211098365,1174,Production Reporting,Loly_re,"Alaa Ali Daily report 05/ 08 :   

- R & D daily meeting
- Dev meeting
- Multiple reviews from Abd Elghafaur on the design
- Meeting with Abdelgafuar to give me his feedback on Home and calendar tab with their status
- Edit the screens based on abdelghafaur feedback
- Made my Aug plan
- Learned tailwind css and discovered the platform",Meetings & General Conversations,2024-08-05,14:21:11
630,-1002211098365,1176,Production Reporting,EdroSoli392,"5/8 daily report: 
-  Worked on entering all the R&D team to Click-up.
-  Worked on User stories for the new flow of the Mobile meet app UI/UX interface.
-  Attended meeting with Mr. magid,Gammal,samman,Usama,Mamdouh,mansour,ramadan, masrya and serag. 
- Aligned with alaa and toaa the august plan and what will we work on.
- Keeping up with the Chat update and meet onboarding cycle which will be updated soon.
- Fixed some bugs with samir in the V.connct chat web.",Meetings & General Conversations,2024-08-05,14:24:50
634,-1002211098365,1180,Production Reporting,Shaimaedris9,"05/08 daily task
- Education Landing page Content UX Writing ""Demo content ""Eng/arab"".
- Worked on the Education landing ""Headline title Eng/Arab"".
-  Inmate UX Writing content screens ""Arab"" still will continue tom.
- Finished 4 segments categories for LMS notification content ""Eng"" will continue the Arabic tom.",Meetings & General Conversations,2024-08-05,14:41:10
638,-1002211098365,1184,Production Reporting,MohamedElKoofy,"5/8 Daily Tasks
- Continue Writing Affiliate Reel Script
- Follow up with Amira about Affiliate video script
- Upload API video to youtube",Meetings & General Conversations,2024-08-05,15:02:44
646,-1002211098365,1192,Production Reporting,Amr_ElBerry,"5/8 tasks:

-Daily meeting

- finished working on the built in system notifications of the Lms

- finished Aug plan 

- meeting with Abd Al-Rhman & Ramadan, fixed Live class cycle, Consultation, Wallet, and fixed some bugs, discussed email notifications inside the system",Meetings & General Conversations,2024-08-05,18:51:18
647,-1002211098365,1193,Production Reporting,ahmadsamir22,"Daily Status - 5/8

- Help Abdullah understand Vconnct Enterprise features

- Follow up delta updates with mahmoud youssef to confirm the updates 

- Write the development and enhancement plan for Vconnct Classroom Client API 

- Continue updating Vconnct Classroom Client API documentation",Meetings & General Conversations,2024-08-05,19:40:40
650,-1002211098365,1196,Production Reporting,OmarH_11,"5/8 Daily Report:

- Uploaded the email templates to their automation.

- Made my August plan.

- Meeting with Ahmed Osama and the div team to discuss the deadline for the notifications tracker.

- Made the final edits for the on onboarding screens.",Meetings & General Conversations,2024-08-05,20:04:33
651,-1002211098365,1197,Production Reporting,ahmedUsamadev,List it please in points Motaz Variiance,Meetings & General Conversations,2024-08-05,20:16:22
655,-1002211098365,1201,Production Reporting,Abd_Al_Rhman_Ragab,"6/8 tasks:

- Resolved wallet and payment cycle issues with Ramadan and Amr.

- Delivered the initial August production plan and will discuss it with Elgammal tomorrow.

- Explored Vimeo as a potential integration tool.

- Reviewed the latest source updates.",Meetings & General Conversations,2024-08-05,23:22:46
656,-1002211098365,1202,Production Reporting,Serag_Farghaly,"5/8 Daily Tasks:

Collaborations and Workshops:
- Audit & Workshop with Zeinab: Reviewed components and visual coherence for the Inmate Dubai project.

- Workshops with Hesham: Discussed the landing page design, decided to replace the single sign-up CTA with two buttons due to technical and fit issues. Flagged for future reference to avoid miscommunication on A/B testing strategies.

Meetings and Coordination:
- Meeting with Nabil: Crafted user stories for the landing pages.

- Long Meeting: Discussed the new project for classroom/services.

- Coordination with Shiewy & Amira: Discussed content, media, and workflow. Sara took over coordination and follow-ups seamlessly.

Content and Communication:
- Work with Shaimaa: Adjusted content and coordinated tasks with Amira.

- Discussion with Usama: Addressed issues related to production deadlines and task alignment raised by the development team. Flagged concerns to Samman & Gammal for awareness and alignment.

Prioritization and Scheduling:
- Certum Email: Addressed interruptions and prioritized completion early next morning, noting Certum's early response times (8 - 11 AM).

- Work with Sara: Adjusted the site and supported handoff, allowing focus to shift towards the new Engine project.",Meetings & General Conversations,2024-08-06,0:53:51
657,-1002211098365,1203,Production Reporting,M0_Bassam,"5/8 Daily Tasks: 

- Daily meeting
- Meeting with BD to follow up if they have any issues with chatwoot and solved them 
- Checked the BD inquiries and 
- Discussed with Usama:
 - The status of chatwoot (we will work on checking multiple ways to fulfill all the needed features)
 - The need of adding the promocodes to the client API
 - Checked with him the recording bugs 
- Checked with Osama the time for the mobile app to be updated, he stated that it should be live by the end of the day (Monday 5/8), after sending to Abdullah the changes and bug fixes
- Discussed with Nada August plan",Meetings & General Conversations,2024-08-06,4:41:47
662,-1002211098365,1208,Production Reporting,Nadanabil24,"5/8 daily tasks 

- daily meeting and send all the team attendance 
- edits on the June tracker for the daily meeting attendance and reports sent
- discuss with Gammal some points on the tracker 
- watch the clickup crash course 
- investigate the promo code to know this promo code belongs to who 
- align with Motaz the updates he works on and tell him that we need to link the promo code with the user name on affiliate portal as a priority "" we need to know how we can give access to finance to know the affiliate name""
- discuss with Bassam his August plan 
- discuss with Bassam what we need from clickup to tell Abdallah about it to create the structure",Meetings & General Conversations,2024-08-06,5:36:32
667,-1002211098365,1213,Production Reporting,MohamedMansour1999,"5/8 daily report: 
-  Managed the daily standup for the interns.
-  Meeting  with serag to discuss about new tool 
-  Attended meeting with Mr. magid,Gammal,samman,Usama,Mamdouh,Abdullah,ramadan, masrya and serag about a new engine . 
-  Finish SSO email template",Meetings & General Conversations,2024-08-06,6:34:57
668,-1002211098365,1214,Production Reporting,A_Abdelghaffar,"Abdelghaffar Daily Report 05-Aug
—————————————————
- Classroom web prototype the main screens 15%.
- Assist Ammar in understanding the wireframes and how to create it * 2.
- Review Zeinab progress with using Shadcn library * 2.
- Assist Alaa in the using of Shadcn library.
- Review Alaa meet work on home and calendar.
- Start August plan.
—————————————————",Meetings & General Conversations,2024-08-06,6:51:45
707,-1002211098365,1253,Production Reporting,Amr_ElBerry,"6/8 tasks:

-R&D meeting

-revised all the Lms features compared to the new source update

- updated some icons in the admin & instructor dashboard & panel

- Meeting with Abd Al-Rhman discussing SaaS plan",Meetings & General Conversations,2024-08-06,20:37:29
709,-1002211098365,1255,Production Reporting,Nadanabil24,"6/8 Daily Tasks 

- Daily Meeting & send the attendance
- discuss with Bassam the Clickup structure and his August plan
- Workshop with Samman, Gammal, Osama, and Bassam to review the migration structure we will go through it 
- meeting with ElSamman to update the Dev attendance sheet",Meetings & General Conversations,2024-08-06,20:38:00
711,-1002211098365,1257,Production Reporting,zeinabahmed_2,"04/08 Daily Tasks:
ᯓ Attended Daily meeting
ᯓ Dubai Inmate Visits System:
• Started User Flow for Super-Admin Dashboard
• Completed the Visitor Dashboard using ShadCN Components Arabic version",Meetings & General Conversations,2024-08-06,21:04:26
